"","Event.Name","Start.Date.Time","End.Date.Time","Event.Type","Event.Borough","Event.Location"
"8103","Frisbee","02/20/2022 10:00:00 AM","02/20/2022 03:00:00 PM","Sport - Adult","Manhattan","East River Park: Soccer-02 Grand Street"
"8104","Cedar Hill Winter Closure Nov 15, 2021 - April 15, 2022","02/26/2022 12:00:00 AM","02/26/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Cedar Hill"
"8105","Mobile COVID-19 Test Site","02/16/2022 08:00:00 AM","02/16/2022 07:00:00 PM","Special Event","Staten Island","Bloomingdale Park: Playground"
"8106","AfterCare Recess","02/15/2022 03:00:00 PM","02/15/2022 05:00:00 PM","Special Event","Staten Island","Naples Playground: Basketball-02 ,Naples Playground: Basketball-01 ,Naples Playground: Softball-01"
"8107","Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022","02/25/2022 12:00:00 AM","02/25/2022 11:59:00 PM","Special Event","Manhattan","Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C"
"8108","Outdoor learning-12X458-DOE","02/17/2022 10:00:00 AM","02/17/2022 02:00:00 PM","Special Event","Bronx","Starlight Park: Starlight Park"
"8109","Outdoor Learning - LLS","02/23/2022 08:30:00 AM","02/23/2022 02:30:00 PM","Special Event","Brooklyn","Fort Greene Park: Mrytle and Washington Park Entrance"
"8110","Soccer -Regulation","02/27/2022 09:00:00 AM","02/27/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83"
"8111","Soccer - Non Regulation","02/16/2022 09:00:00 AM","02/16/2022 10:00:00 PM","Sport - Adult","Queens","Astoria Park: Soccer-01"
"8112","Lawn Closure of Veterans lawn","02/28/2022 12:00:00 AM","02/28/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Veterans Lawn"
"8113","Football - Adults","02/25/2022 02:00:00 PM","02/25/2022 10:00:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"8114","Soccer - Non Regulation","02/22/2022 05:00:00 PM","02/22/2022 07:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"8115","Outdoor learning-12X458-DOE","02/21/2022 10:00:00 AM","02/21/2022 02:00:00 PM","Special Event","Bronx","Rock Garden Park: Rock Garden Park"
"8116","Meet the Native Plants Demonstration Gardens","02/15/2022 12:00:00 AM","02/15/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Southern Fountain Circle Plaza"
"8117","Big Butch BBFJ family ent","04/30/2022 03:00:00 PM","04/30/2022 07:00:00 PM","Special Event","Brooklyn","Jesse Owens Playground: Plaza"
"8118","NYRR Open Run Shore Road Park","02/26/2022 09:00:00 AM","02/26/2022 10:00:00 AM","Special Event","Brooklyn","Shore Road Park: 79th St Lawn"
"8119","Soccer - Non Regulation","02/20/2022 09:00:00 AM","02/20/2022 02:00:00 PM","Sport - Youth","Queens","Big Bush Park: Soccer-01"
"8120","Jennifer's Playground Afterschool","02/22/2022 03:00:00 PM","02/22/2022 06:00:00 PM","Special Event","Staten Island","Jennifer's Playground: Jennifer's Playground - Whole Park"
"8121","Football Ã¢â¬â Flag Football","02/15/2022 10:00:00 AM","02/15/2022 10:00:00 PM","Sport - Youth","Staten Island","Blood Root Valley: Greenbelt Recreation Center-Soccer-01 ,Gen. Douglas MacArthur Park: Multi-Use Field-01"
"8122","Party","04/23/2022 01:00:00 PM","04/23/2022 04:00:00 PM","Special Event","Queens","Astoria Park: Great Lawn 02 Ditmars Blvd"
"8123","East Meadow Winter Closure 11-1-21 thru 4-2-22","02/28/2022 12:00:00 AM","02/28/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East Meadow ,Central Park: East Meadow Picnic Zone ,Central Park: East Meadow Clay Area ,Central Park: East Meadow North Lawn"
"8124","Soccer - Non Regulation","02/20/2022 10:00:00 AM","02/20/2022 02:00:00 PM","Sport - Youth","Queens","St. Michael's Playground: Soccer-01"
"8125","Miscellaneous","02/22/2022 01:00:00 PM","02/22/2022 05:00:00 PM","Sport - Youth","Brooklyn","Manhattan Beach Park: Softball-01"
"8126","Soccer - Non Regulation","02/14/2022 12:00:00 PM","02/14/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01 ,Sternberg Park (Lindsey Park): Football-01 ,Washington Park (MS 51): Soccer-01B"
"8127","Soccer -Regulation","02/23/2022 04:30:00 PM","02/23/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"8128","Soccer - Non Regulation","02/19/2022 09:00:00 AM","02/19/2022 03:00:00 PM","Sport - Youth","Brooklyn","McLaughlin Park: Soccer-01 ,Dean Playground: Soccer-01"
"8129","Soccer -Regulation","02/23/2022 02:00:00 PM","02/23/2022 06:30:00 PM","Sport - Youth","Staten Island","Bloomingdale Park: Soccer-01"
"8130","NYRR Open Run CunninghamPark","02/20/2022 09:00:00 AM","02/20/2022 10:00:00 AM","Special Event","Queens","Cunningham Park: Natural Trails"
"8131","Soccer - Non Regulation","02/20/2022 12:00:00 PM","02/20/2022 02:00:00 PM","Sport - Youth","Brooklyn","Newtown Barge Playground: Soccer-01"
"8132","Vaccine Command Center-","02/19/2022 08:00:00 AM","02/19/2022 08:00:00 PM","Special Event","Staten Island","Dugan Playground: Dugan Playground"
"8133","Soccer -Regulation","02/23/2022 08:00:00 AM","02/23/2022 04:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-03 ,Calvert Vaux Park: Soccer-04"
"8134","Outdoor Learning Urban Assembly Media High School-DOE","02/15/2022 11:00:00 AM","02/15/2022 02:00:00 PM","Special Event","Manhattan","Riverside Park South: Waterfront Overlook at 66th St. Lower Level"
"8135","Outdoor learning-12X458-DOE","02/22/2022 10:00:00 AM","02/22/2022 02:00:00 PM","Special Event","Bronx","Starlight Park: Starlight Park"
"8136","Soccer - Non Regulation","02/26/2022 01:00:00 PM","02/26/2022 06:00:00 PM","Sport - Youth","Queens","Murray Playground: Soccer-01"
"8137","Frisbee","02/26/2022 10:00:00 AM","02/26/2022 03:00:00 PM","Sport - Adult","Manhattan","East River Park: Soccer-02 Grand Street"
"8138","Soccer -Regulation","02/26/2022 03:00:00 PM","02/26/2022 05:00:00 PM","Sport - Youth","Staten Island","Blood Root Valley: Greenbelt Recreation Center-Soccer-01"
"8139","Picnic House","09/24/2022 12:00:00 PM","09/24/2022 05:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"8140","Celebration","05/14/2022 03:15:00 PM","05/14/2022 03:45:00 PM","Special Event","Queens","Hunter's Point South Park: Hunter's Point South Park"
"8141","Permitted Film Event","01/24/2022 06:00:00 AM","02/23/2022 11:00:00 PM","Theater Load in and Load Outs","Manhattan","Shubert Theatre: 225 West 44th Street"
"8142","Soccer - Non Regulation","02/24/2022 11:00:00 AM","02/24/2022 12:30:00 PM","Sport - Youth","Manhattan","Sara D. Roosevelt Park: Lion's Gate-Soccer-03"
"8143","Dairy Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","02/20/2022 12:00:00 AM","02/20/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dairy Lawn"
"8144","Soccer - Non Regulation","02/26/2022 08:00:00 AM","02/26/2022 02:00:00 PM","Sport - Youth","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"8145","Miscellaneous","05/23/2022 09:00:00 AM","05/23/2022 03:00:00 PM","Special Event","Queens","Cunningham Park: Picnic Green 2 ,Cunningham Park: Picnic Green 3"
"8146","Soccer - Non Regulation","02/21/2022 04:00:00 PM","02/21/2022 08:00:00 PM","Sport - Youth","Queens","Forest Park: Soccer-01"
"8147","Soccer - Non Regulation","02/19/2022 12:00:00 PM","02/19/2022 02:00:00 PM","Sport - Adult","Brooklyn","Parade Ground: Soccer-08A ,Parade Ground: Soccer-08B ,Parade Ground: Football-09 ,Parade Ground: Football-09A ,Parade Ground: Football-09B"
"8148","Soccer - Non Regulation","02/21/2022 06:00:00 AM","02/21/2022 11:00:00 PM","Sport - Adult","Queens","Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01"
"8149","Lawn Closure of Redbud Lawn","02/28/2022 12:01:00 AM","02/28/2022 12:00:00 PM","Special Event","Manhattan","Madison Square Park: Redbud Lawn"
"8150","Soccer -Regulation","02/16/2022 08:00:00 AM","02/16/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"8151","Miscellaneous","02/15/2022 08:00:00 AM","02/15/2022 08:00:00 PM","Sport - Youth","Brooklyn","P.O. Reinaldo Salgado Playground (PS 309): Football-01"
"8152","Celebration","09/04/2022 11:00:00 AM","09/04/2022 11:30:00 AM","Special Event","Manhattan","Riverside Park South: 70th Street Pier Plaza"
"8153","Soccer -Regulation","02/22/2022 07:00:00 AM","02/22/2022 10:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E"
"8154","Soccer - Non Regulation","02/20/2022 09:00:00 AM","02/20/2022 11:00:00 AM","Sport - Adult","Brooklyn","Kaiser Park: Football-01"
"8155","Soccer - Non Regulation","02/16/2022 07:00:00 PM","02/16/2022 10:00:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"8156","Lacrosse","02/25/2022 02:00:00 PM","02/25/2022 09:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fiel"
"8157","Soccer - Non Regulation","02/15/2022 05:30:00 PM","02/15/2022 08:30:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-08 ,Flushing Meadows Corona Park: Soccer-09"
"8158","Soccer - Non Regulation","02/25/2022 09:00:00 AM","02/25/2022 10:00:00 PM","Sport - Adult","Queens","Astoria Park: Soccer-01"
"8159","Soccer - Non Regulation","02/16/2022 04:00:00 PM","02/16/2022 06:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"8160","Football Ã¢â¬â Flag Football","02/24/2022 10:00:00 AM","02/24/2022 10:00:00 PM","Sport - Youth","Staten Island","Blood Root Valley: Greenbelt Recreation Center-Soccer-01 ,Gen. Douglas MacArthur Park: Multi-Use Field-01"
"8161","Covid -19 testing for the public","02/25/2022 07:00:00 AM","02/25/2022 07:00:00 PM","Special Event","Staten Island","Silver Lake Park: Concert Area - Forest Ave Side"
"8162","Football - Youth","02/19/2022 09:00:00 AM","02/19/2022 01:00:00 PM","Sport - Youth","Queens","Brookville Park: Football-01 ,Baisley Pond Park: Football-01"
"8163","Soccer - Non Regulation","02/28/2022 09:00:00 AM","02/28/2022 10:00:00 PM","Sport - Adult","Queens","Astoria Park: Soccer-01"
"8164","Soccer - Non Regulation","02/17/2022 09:00:00 AM","02/17/2022 07:00:00 PM","Sport - Youth","Queens","Joseph Austin Playground: Soccer-01"
"8165","Outdoor Learning renewal permit 599377","02/14/2022 12:30:00 PM","02/14/2022 02:30:00 PM","Special Event","Manhattan","Central Park: Wild West Playground Lawn"
"8166","Manhattan SAFE Disposal Event- Bellevue South","06/25/2022 10:00:00 AM","06/25/2022 02:00:00 PM","Special Event","Manhattan","Bellevue South Park: Center Sitting Area"
"8167","Celebration","05/15/2022 02:00:00 PM","05/15/2022 04:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 106th Street Island"
"8168","Basketball","02/28/2022 09:00:00 AM","02/28/2022 05:00:00 PM","Sport - Youth","Brooklyn","JHS 51 JOP: Basketball-01 ,JHS 51 JOP: Basketball-02 ,JHS 51 JOP: Basketball-03"
"8169","Soccer - Non Regulation","02/19/2022 10:00:00 AM","02/19/2022 02:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01"
"8170","Football - Adults","02/27/2022 02:00:00 PM","02/27/2022 10:00:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"8171","Soccer - Non Regulation","02/22/2022 01:00:00 PM","02/22/2022 02:30:00 PM","Sport - Adult","Manhattan","Sara D. Roosevelt Park: Nike Field-Soccer-02"
"8172","Soccer - Non Regulation","02/25/2022 06:00:00 PM","02/25/2022 08:00:00 PM","Sport - Youth","Queens","St. Michael's Playground: Soccer-01"
"8173","Soccer - Non Regulation","02/26/2022 09:00:00 AM","02/26/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"8174","Soccer - Non Regulation","02/19/2022 12:00:00 PM","02/19/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01 ,Sternberg Park (Lindsey Park): Football-01 ,Washington Park (MS 51): Soccer-01B"
"8175","Movies Under the Stars","04/29/2022 07:00:00 PM","04/29/2022 09:00:00 PM","Special Event","Manhattan","Sidney Hillman Playground: Sidney Hillman Playground ,Sidney Hillman Playground: Basketball-01 ,Sidney Hillman Playground: Basketball-02"
"8176","Picnic House","10/28/2022 12:00:00 PM","10/28/2022 05:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"8177","Football - Youth","02/20/2022 01:00:00 PM","02/20/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-91"
"8178","Soccer - Non Regulation","02/17/2022 06:00:00 PM","02/17/2022 09:30:00 PM","Sport - Adult","Brooklyn","Sunset Park: Soccer-01B"
"8179","Basketball","02/16/2022 03:30:00 PM","02/16/2022 04:30:00 PM","Sport - Adult","Manhattan","William F. Passannante Ballfield: Basketball-01"
"8180","Soccer - Non Regulation","02/17/2022 09:00:00 AM","02/17/2022 07:00:00 PM","Sport - Youth","Manhattan","De Witt Clinton Park: Soccer-01"
"8181","Hockey","02/14/2022 09:00:00 AM","02/14/2022 09:30:00 PM","Sport - Youth","Queens","College Point Fields: Hockey-01"
"8182","NYC Surfing Surf School","02/18/2022 08:00:00 AM","02/18/2022 03:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"8183","NYRR Open Run Conference House Park","02/20/2022 09:00:00 AM","02/20/2022 10:00:00 AM","Special Event","Staten Island","Conference House Park: Conference House Park"
"8184","Soccer - Non Regulation","02/17/2022 10:00:00 AM","02/17/2022 10:00:00 PM","Sport - Adult","Manhattan","Chelsea Park: Soccer-01"
"8185","Party","03/27/2022 09:00:00 AM","03/27/2022 01:00:00 PM","Special Event","Manhattan","Central Park: Johnson Playground Lawns"
"8186","Soccer - Non Regulation","02/27/2022 01:00:00 PM","02/27/2022 06:00:00 PM","Sport - Adult","Brooklyn","Dyker Beach Park: Dyker 14th Ave-Asphalt-Softball-07"
"8187","Frisbee","02/19/2022 12:00:00 PM","02/19/2022 10:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01 ,McCarren Park: Soccer-01"
"8188","Football - Youth","02/22/2022 08:00:00 AM","02/22/2022 08:00:00 PM","Sport - Youth","Manhattan","Wagner Playground: Soccer-01"
"8189","Soccer - Non Regulation","02/26/2022 09:00:00 AM","02/26/2022 12:00:00 PM","Sport - Youth","Manhattan","Marx Brothers Playground: Soccer-01"
"8190","Track and Field","02/26/2022 08:00:00 AM","02/26/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"8191","Soccer - Non Regulation","02/18/2022 03:00:00 PM","02/18/2022 04:30:00 PM","Sport - Youth","Manhattan","Sara D. Roosevelt Park: Lion's Gate-Soccer-03"
"8192","Soccer - Non Regulation","02/20/2022 12:00:00 PM","02/20/2022 05:30:00 PM","Sport - Adult","Manhattan","Booker T. Washington Playground: Soccer-01"
"8193","OUTDOOR LEARNING TEST APPLICATION","02/14/2022 09:55:00 AM","02/14/2022 02:00:00 PM","Special Event","Queens","Playground Ninety: Playground Ninety - Lawn"
"8194","Miscellaneous","02/21/2022 08:00:00 AM","02/21/2022 06:00:00 PM","Sport - Youth","Staten Island","Markham Playground: Multi Purpose Play Area-01 ,Markham Playground: Basketball-01 ,Markham Playground: Basketball-02"
"8195","Picnic House","10/21/2022 12:00:00 PM","10/21/2022 05:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"8196","Brooklyn Titus Society Square Dance","05/25/2022 04:00:00 PM","05/25/2022 08:00:00 PM","Special Event","Manhattan","Central Park: Bandshell Plaza"
"8197","Covid -19 testing for the public","02/17/2022 07:00:00 AM","02/17/2022 07:00:00 PM","Special Event","Staten Island","Naples Playground: Basketball-01"
"8198","Soccer - Non Regulation","02/28/2022 06:00:00 AM","02/28/2022 11:00:00 PM","Sport - Adult","Queens","Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01"
"8199","Dana Discovery Lawn Winter Closure Oct. 31, 2021 - May 7, 2022","02/17/2022 12:00:00 AM","02/17/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dana Discovery Center Lawn"
"8200","Soccer - Non Regulation","02/26/2022 10:00:00 AM","02/26/2022 02:00:00 PM","Sport - Youth","Queens","St. Michael's Playground: Soccer-01"
"8201","Football Ã¢â¬â Flag Football","02/23/2022 10:00:00 AM","02/23/2022 10:00:00 PM","Sport - Youth","Staten Island","Blood Root Valley: Greenbelt Recreation Center-Soccer-01 ,Gen. Douglas MacArthur Park: Multi-Use Field-01"
"8202","Picnic House","05/15/2022 12:00:00 PM","05/15/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"8203","Soccer - Non Regulation","02/16/2022 02:30:00 PM","02/16/2022 04:30:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"8204","Soccer - Non Regulation","02/16/2022 07:30:00 PM","02/16/2022 09:30:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75"
"8205","Soccer -Regulation","02/22/2022 08:00:00 AM","02/22/2022 04:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-03 ,Calvert Vaux Park: Soccer-04"
"8206","Picnic House","09/09/2022 12:00:00 PM","09/09/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"8207","Frisbee","02/15/2022 06:30:00 PM","02/15/2022 09:30:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"8208","Soccer - Non Regulation","02/20/2022 02:00:00 PM","02/20/2022 04:30:00 PM","Sport - Adult","Manhattan","James J Walker Park: Soccer-01"
